iter	Passed	Remaining
1661	35044	70384
1662	35068	70368
1663	35089	70347
1664	35107	70320
1665	35131	70304
1666	35153	70284
1667	35176	70268
1668	35199	70250
1669	35217	70224
1670	35238	70202
1671	35260	70182
1672	35282	70163
1673	35304	70144
1674	35322	70117
1675	35343	70096
1676	35367	70080
1677	35387	70058
1678	35406	70033
1679	35430	70017
1680	35450	69994
1681	35471	69972
1682	35490	69947
1683	35509	69922
1684	35533	69906
1685	35553	69884
1686	35572	69859
1687	35593	69837
1688	35615	69819
1689	35634	69792
1690	35653	69768
1691	35674	69746
1692	35694	69724
1693	35713	69699
1694	35735	69678
1695	35758	69661
1696	35778	69638
1697	35798	69615
1698	35818	69592
1699	35839	69570
1700	35859	69548
1701	35882	69530
1702	35902	69506
1703	35922	69483
1704	35942	69460
1705	35961	69435
1706	35980	69410
1707	36000	69386
1708	36023	69369
1709	36043	69346
1710	36062	69322
1711	36086	69305
1712	36105	69280
1713	36127	69261
1714	36151	69245
1715	36171	69222
1716	36192	69202
1717	36214	69183
1718	36233	69157
1719	36255	69137
1720	36276	69117
1721	36295	69092
1722	36316	69071
1723	36337	69049
1724	36356	69024
1725	36376	69001
1726	36399	68983
1727	36418	68958
1728	36440	68940
1729	36461	68918
1730	36486	68904
1731	36505	68879
1732	36524	68855
1733	36544	68831
1734	36566	68811
1735	36586	68788
1736	36606	68766
1737	36628	68747
1738	36651	68729
1739	36672	68707
1740	36693	68686
1741	36712	68662
1742	36730	68636
1743	36750	68611
1744	36769	68588
1745	36789	68564
1746	36809	68540
1747	36828	68515
1748	36848	68492
1749	36868	68470
1750	36889	68449
1751	36908	68424
1752	36929	68402
1753	36952	68384
1754	36970	68359
1755	36990	68336
1756	37010	68311
1757	37031	68291
1758	37053	68271
1759	37076	68255
1760	37097	68232
1761	37119	68213
1762	37141	68194
1763	37160	68170
1764	37180	68146
1765	37201	68126
1766	37220	68100
1767	37242	68081
1768	37262	68057
1769	37280	68032
1770	37303	68014
1771	37325	67993
1772	37344	67969
1773	37365	67948
1774	37387	67929
1775	37408	67908
1776	37430	67888
1777	37449	67863
1778	37469	67840
1779	37492	67822
1780	37513	67801
1781	37533	67779
1782	37555	67760
1783	37575	67737
1784	37595	67714
1785	37615	67691
1786	37636	67669
1787	37655	67644
1788	37677	67624
1789	37698	67604
1790	37719	67583
1791	37738	67559
1792	37757	67534
1793	37777	67510
1794	37797	67488
1795	37819	67469
1796	37838	67443
1797	37860	67424
1798	37879	67400
1799	37899	67376
1800	37919	67353
1801	37938	67328
1802	37957	67305
1803	37980	67286
1804	37999	67262
1805	38020	67241
1806	38041	67219
1807	38062	67198
1808	38082	67176
1809	38103	67154
1810	38126	67137
1811	38146	67114
1812	38167	67092
1813	38187	67070
1814	38208	67049
1815	38230	67029
1816	38253	67012
1817	38275	66992
1818	38294	66967
1819	38315	66946
1820	38335	66923
1821	38354	66899
1822	38374	66877
1823	38395	66854
1824	38417	66836
1825	38441	66820
1826	38463	66800
1827	38486	66783
1828	38507	66761
1829	38528	66740
1830	38550	66720
1831	38571	66700
1832	38589	66674
1833	38610	66652
1834	38631	66630
1835	38652	66610
1836	38673	66589
1837	38697	66573
1838	38717	66551
1839	38737	66526
1840	38758	66506
1841	38779	66485
1842	38802	66466
1843	38821	66443
1844	38843	66423
1845	38863	66400
1846	38881	66375
1847	38900	66349
1848	38922	66329
1849	38944	66310
1850	38965	66290
1851	38986	66268
1852	39008	66248
1853	39028	66226
1854	39047	66202
1855	39068	66180
1856	39088	66158
1857	39108	66134
1858	39130	66116
1859	39150	66092
1860	39168	66066
1861	39187	66041
1862	39209	66022
1863	39229	66000
1864	39250	65978
1865	39269	65953
1866	39289	65930
1867	39311	65911
1868	39332	65890
1869	39352	65868
1870	39372	65844
1871	39391	65821
1872	39412	65799
1873	39431	65774
1874	39451	65751
1875	39472	65730
1876	39492	65709
1877	39514	65689
1878	39533	65664
1879	39555	65644
1880	39574	65620
1881	39595	65600
1882	39615	65576
1883	39634	65552
1884	39654	65529
1885	39677	65512
1886	39696	65488
1887	39716	65464
1888	39734	65439
1889	39757	65421
1890	39779	65402
1891	39801	65381
1892	39820	65357
1893	39839	65332
1894	39857	65307
1895	39878	65285
1896	39896	65260
1897	39915	65235
1898	39934	65212
1899	39953	65188
1900	39976	65170
1901	39998	65149
1902	40018	65126
1903	40037	65102
1904	40060	65084
1905	40079	65061
1906	40101	65040
1907	40122	65020
1908	40141	64995
1909	40161	64972
1910	40180	64949
1911	40201	64927
1912	40222	64906
1913	40244	64887
1914	40263	64863
1915	40287	64847
1916	40310	64828
1917	40330	64806
1918	40349	64782
1919	40370	64760
1920	40391	64739
1921	40413	64721
1922	40435	64701
1923	40456	64679
1924	40476	64657
1925	40496	64635
1926	40514	64609
1927	40533	64584
1928	40555	64564
1929	40574	64541
1930	40595	64519
1931	40616	64499
1932	40639	64481
1933	40659	64458
1934	40679	64436
1935	40698	64411
1936	40721	64393
1937	40744	64374
1938	40763	64352
1939	40785	64331
1940	40806	64310
1941	40826	64288
1942	40844	64263
1943	40866	64242
1944	40887	64221
1945	40906	64197
1946	40927	64176
1947	40947	64154
1948	40966	64129
1949	40987	64108
1950	41009	64089
1951	41028	64065
1952	41050	64045
1953	41071	64023
1954	41092	64003
1955	41118	63989
1956	41138	63967
1957	41160	63947
1958	41183	63930
1959	41202	63906
1960	41222	63883
1961	41242	63861
1962	41261	63836
1963	41279	63811
1964	41303	63793
1965	41322	63770
1966	41343	63749
1967	41362	63725
1968	41384	63705
1969	41407	63687
1970	41428	63666
1971	41450	63646
1972	41473	63628
1973	41492	63605
1974	41514	63585
1975	41538	63568
1976	41557	63544
1977	41579	63525
1978	41598	63501
1979	41620	63481
1980	41644	63465
1981	41665	63443
1982	41685	63421
1983	41707	63401
1984	41730	63384
1985	41750	63361
1986	41769	63337
1987	41788	63313
1988	41812	63296
1989	41831	63273
1990	41852	63251
1991	41871	63228
1992	41893	63208
1993	41917	63190
1994	41936	63168
1995	41958	63147
1996	41979	63126
1997	42000	63105
1998	42021	63084
1999	42043	63064
2000	42064	63044
2001	42086	63024
2002	42108	63005
2003	42130	62985
2004	42152	62966
2005	42175	62947
2006	42194	62924
2007	42215	62902
2008	42238	62884
2009	42257	62860
2010	42280	62843
2011	42300	62820
2012	42319	62796
2013	42338	62772
2014	42357	62748
2015	42380	62729
2016	42399	62706
2017	42420	62684
2018	42440	62662
2019	42460	62639
2020	42480	62617
2021	42500	62594
2022	42522	62574
2023	42542	62553
2024	42561	62528
2025	42582	62508
2026	42602	62484
2027	42622	62463
2028	42643	62441
2029	42665	62421
2030	42686	62400
2031	42708	62381
2032	42729	62359
2033	42749	62337
2034	42769	62315
2035	42789	62293
2036	42810	62272
2037	42829	62248
2038	42848	62224
2039	42871	62205
2040	42890	62181
2041	42912	62162
2042	42931	62138
2043	42951	62115
2044	42969	62090
2045	42991	62070
2046	43010	62047
2047	43029	62023
2048	43051	62003
2049	43073	61984
2050	43093	61961
2051	43114	61940
2052	43135	61918
2053	43158	61901
2054	43179	61880
2055	43202	61861
2056	43223	61841
2057	43243	61817
2058	43264	61798
2059	43287	61778
2060	43308	61758
2061	43327	61734
2062	43347	61711
2063	43366	61688
2064	43388	61668
2065	43410	61648
2066	43430	61625
2067	43451	61604
2068	43471	61582
2069	43491	61560
2070	43513	61541
2071	43536	61522
2072	43558	61502
2073	43580	61483
2074	43600	61461
2075	43623	61442
2076	43645	61423
2077	43669	61406
2078	43689	61384
2079	43709	61361
2080	43728	61338
2081	43747	61313
2082	43769	61293
2083	43790	61273
2084	43810	61250
2085	43831	61230
2086	43852	61208
2087	43876	61191
2088	43895	61167
2089	43916	61146
2090	43938	61127
2091	43957	61103
2092	43979	61083
2093	44000	61062
2094	44020	61039
2095	44041	61018
2096	44062	60998
2097	44083	60977
2098	44106	60959
2099	44125	60935
2100	44146	60914
2101	44165	60890
2102	44186	60869
2103	44206	60846
2104	44226	60824
2105	44246	60802
2106	44265	60777
2107	44288	60760
2108	44309	60738
2109	44328	60715
2110	44349	60693
2111	44370	60672
2112	44389	60649
2113	44409	60627
2114	44429	60604
2115	44449	60582
2116	44473	60565
2117	44492	60541
2118	44510	60516
2119	44531	60496
2120	44555	60478
2121	44576	60458
2122	44595	60433
2123	44618	60415
2124	44640	60395
2125	44664	60378
2126	44686	60358
2127	44707	60338
2128	44730	60319
2129	44753	60301
2130	44775	60282
2131	44797	60261
2132	44818	60241
2133	44841	60222
2134	44862	60201
2135	44884	60182
2136	44906	60162
2137	44929	60143
2138	44950	60123
2139	44971	60101
2140	44990	60079
2141	45010	60056
2142	45028	60031
2143	45047	60007
2144	45070	59988
2145	45090	59967
2146	45109	59942
2147	45128	59919
2148	45149	59898
2149	45169	59876
2150	45188	59852
2151	45209	59831
2152	45230	59810
2153	45250	59787
2154	45273	59769
2155	45294	59748
2156	45314	59726
2157	45335	59704
2158	45356	59684
2159	45378	59663
2160	45400	59644
2161	45419	59620
2162	45439	59598
2163	45460	59577
2164	45481	59556
2165	45500	59533
2166	45521	59511
2167	45540	59488
2168	45561	59467
2169	45581	59445
2170	45601	59422
2171	45623	59403
2172	45646	59383
2173	45667	59362
2174	45687	59340
2175	45709	59321
2176	45731	59302
2177	45755	59284
2178	45776	59264
2179	45798	59243
2180	45819	59223
2181	45838	59199
2182	45858	59177
2183	45882	59159
2184	45904	59139
2185	45925	59119
2186	45944	59095
2187	45964	59072
2188	45984	59051
2189	46003	59026
2190	46024	59006
2191	46043	58982
2192	46065	58962
2193	46085	58940
2194	46107	58920
2195	46127	58898
2196	46145	58874
2197	46163	58849
2198	46184	58828
2199	46205	58806
2200	46228	58787
2201	46246	58763
2202	46265	58740
2203	46285	58717
2204	46306	58696
2205	46327	58675
2206	46347	58653
2207	46369	58634
2208	46389	58611
2209	46410	58590
2210	46430	58567
2211	46449	58544
2212	46470	58524
2213	46491	58502
2214	46511	58480
2215	46531	58458
2216	46553	58438
2217	46573	58416
2218	46594	58395
2219	46617	58376
2220	46640	58358
2221	46660	58335
2222	46683	58317
2223	46704	58296
2224	46727	58278
2225	46748	58257
2226	46769	58236
2227	46788	58213
2228	46810	58193
2229	46829	58169
2230	46850	58148
2231	46871	58127
2232	46891	58105
2233	46910	58082
2234	46929	58058
2235	46951	58037
2236	46968	58013
2237	46987	57989
2238	47008	57968
2239	47030	57948
2240	47052	57928
2241	47071	57905
2242	47094	57885
2243	47114	57863
2244	47133	57841
2245	47153	57818
2246	47174	57797
2247	47194	57775
2248	47213	57752
2249	47233	57730
2250	47253	57707
2251	47272	57683
2252	47293	57663
2253	47314	57642
2254	47337	57624
2255	47357	57601
2256	47378	57581
2257	47397	57557
2258	47416	57534
2259	47436	57511
2260	47458	57491
2261	47478	57469
2262	47496	57445
2263	47515	57422
2264	47535	57398
2265	47557	57379
2266	47576	57355
2267	47598	57336
2268	47621	57317
2269	47641	57296
2270	47665	57278
2271	47685	57256
2272	47708	57237
2273	47731	57219
2274	47750	57196
2275	47772	57176
2276	47793	57155
2277	47812	57131
2278	47831	57108
2279	47852	57087
2280	47871	57064
2281	47890	57040
2282	47911	57019
2283	47931	56997
2284	47952	56976
2285	47972	56954
2286	47994	56934
2287	48014	56911
2288	48036	56892
2289	48055	56868
2290	48074	56845
2291	48093	56822
2292	48114	56801
2293	48133	56778
2294	48152	56754
2295	48172	56732
2296	48193	56711
2297	48213	56689
2298	48232	56666
2299	48251	56643
2300	48273	56622
2301	48292	56600
2302	48316	56582
2303	48336	56560
2304	48354	56535
2305	48375	56514
2306	48394	56492
2307	48414	56469
2308	48432	56445
2309	48454	56425
2310	48475	56404
2311	48497	56385
2312	48519	56364
2313	48540	56344
2314	48562	56323
2315	48581	56301
2316	48603	56281
2317	48622	56257
2318	48641	56234
2319	48663	56215
2320	48683	56193
2321	48705	56173
2322	48726	56151
2323	48748	56131
2324	48767	56109
2325	48790	56090
2326	48811	56069
2327	48830	56045
2328	48849	56023
2329	48868	55999
2330	48891	55980
2331	48911	55959
2332	48932	55938
2333	48951	55915
2334	48974	55895
2335	48994	55874
2336	49013	55851
2337	49034	55829
2338	49055	55809
2339	49075	55787
2340	49095	55765
2341	49115	55742
2342	49137	55722
2343	49156	55699
2344	49177	55678
2345	49200	55660
2346	49219	55636
2347	49238	55613
2348	49257	55590
2349	49278	55569
2350	49298	55547
2351	49318	55525
2352	49337	55502
2353	49357	55479
2354	49377	55457
2355	49399	55438
2356	49420	55416
2357	49442	55396
2358	49461	55374
2359	49480	55351
2360	49502	55331
2361	49521	55308
2362	49540	55285
2363	49560	55262
2364	49579	55240
2365	49599	55217
2366	49618	55194
2367	49638	55172
2368	49658	55150
2369	49680	55130
2370	49702	55110
2371	49724	55090
2372	49745	55070
2373	49765	55048
2374	49786	55027
2375	49806	55005
2376	49828	54985
2377	49848	54962
2378	49867	54940
2379	49887	54917
2380	49911	54900
2381	49931	54878
2382	49952	54858
2383	49973	54836
2384	49992	54813
2385	50013	54792
2386	50033	54770
2387	50055	54750
2388	50077	54730
2389	50098	54710
2390	50117	54687
2391	50137	54664
2392	50156	54641
2393	50175	54618
2394	50194	54595
2395	50218	54577
2396	50237	54554
2397	50257	54532
2398	50277	54511
2399	50298	54489
2400	50318	54468
2401	50337	54445
2402	50356	54421
2403	50375	54398
2404	50395	54377
2405	50414	54354
2406	50434	54331
2407	50456	54311
2408	50478	54291
2409	50500	54272
2410	50520	54250
2411	50542	54230
2412	50563	54209
2413	50585	54189
2414	50606	54168
2415	50625	54146
2416	50647	54125
2417	50668	54104
2418	50686	54081
2419	50706	54059
2420	50730	54041
2421	50750	54019
2422	50770	53996
2423	50791	53976
2424	50812	53955
2425	50833	53934
2426	50854	53913
2427	50873	53890
2428	50893	53869
2429	50916	53849
2430	50936	53827
2431	50955	53805
2432	50977	53785
2433	50996	53762
2434	51016	53739
2435	51035	53717
2436	51054	53694
2437	51077	53675
2438	51097	53653
2439	51118	53632
2440	51138	53611
2441	51156	53586
2442	51177	53565
2443	51196	53543
2444	51217	53521
2445	51239	53502
2446	51260	53481
2447	51279	53458
2448	51302	53438
2449	51322	53417
2450	51343	53396
2451	51363	53374
2452	51384	53353
2453	51406	53333
2454	51425	53311
2455	51445	53289
2456	51466	53267
2457	51486	53245
2458	51507	53225
2459	51529	53204
2460	51549	53183
2461	51569	53161
2462	51590	53140
2463	51608	53117
2464	51628	53094
2465	51651	53075
2466	51674	53056
2467	51695	53036
2468	51715	53014
2469	51734	52990
2470	51755	52970
2471	51775	52948
2472	51795	52926
2473	51814	52903
2474	51833	52880
2475	51853	52858
2476	51875	52838
2477	51895	52817
2478	51916	52796
2479	51938	52776
2480	51958	52754
2481	51979	52733
2482	51999	52711
2483	52019	52689
2484	52038	52666
2485	52061	52647
2486	52084	52628
2487	52106	52609
2488	52128	52589
2489	52150	52568
2490	52171	52548
2491	52190	52525
2492	52212	52505
2493	52232	52484
2494	52251	52460
2495	52273	52440
2496	52292	52418
2497	52313	52397
2498	52334	52376
2499	52357	52357
2500	52380	52338
2501	52400	52316
2502	52419	52293
2503	52440	52273
2504	52460	52250
2505	52479	52228
2506	52499	52206
2507	52519	52184
2508	52542	52165
2509	52560	52142
2510	52583	52122
2511	52602	52099
2512	52622	52078
2513	52643	52056
2514	52665	52037
2515	52687	52017
2516	52707	51995
2517	52727	51973
2518	52746	51950
2519	52767	51929
2520	52787	51907
2521	52805	51884
2522	52825	51862
2523	52845	51840
2524	52866	51819
2525	52888	51799
2526	52906	51775
2527	52925	51752
2528	52947	51733
2529	52969	51713
2530	52988	51690
2531	53010	51670
2532	53029	51647
2533	53050	51626
2534	53070	51604
2535	53089	51582
2536	53110	51560
2537	53128	51538
2538	53149	51516
2539	53171	51496
2540	53191	51475
2541	53212	51453
2542	53233	51433
2543	53255	51413
2544	53275	51391
2545	53297	51371
2546	53317	51349
2547	53336	51327
2548	53358	51307
2549	53380	51287
2550	53400	51265
2551	53419	51242
2552	53443	51224
2553	53462	51202
2554	53483	51180
2555	53505	51160
2556	53525	51138
2557	53545	51117
2558	53567	51097
2559	53589	51077
2560	53610	51056
2561	53629	51034
2562	53649	51011
2563	53668	50989
2564	53689	50967
2565	53708	50945
2566	53729	50924
2567	53751	50904
2568	53773	50884
2569	53794	50863
2570	53818	50846
2571	53837	50823
2572	53859	50803
2573	53878	50780
2574	53899	50760
2575	53919	50738
2576	53940	50717
2577	53961	50696
2578	53982	50674
2579	54001	50652
2580	54020	50629
2581	54038	50606
2582	54057	50583
2583	54075	50559
2584	54095	50537
2585	54116	50516
2586	54138	50497
2587	54160	50477
2588	54182	50457
2589	54202	50435
2590	54222	50413
2591	54243	50392
2592	54262	50369
2593	54285	50351
2594	54305	50329
2595	54324	50307
2596	54344	50284
2597	54365	50264
2598	54387	50244
2599	54411	50226
2600	54431	50204
2601	54451	50182
2602	54472	50161
2603	54492	50139
2604	54511	50116
2605	54531	50095
2606	54553	50075
2607	54571	50052
2608	54593	50031
2609	54615	50011
2610	54635	49989
2611	54658	49970
2612	54677	49948
2613	54696	49925
2614	54715	49903
2615	54736	49882
2616	54756	49860
2617	54777	49839
2618	54798	49818
2619	54818	49796
2620	54841	49777
2621	54859	49754
2622	54879	49732
2623	54898	49710
2624	54918	49688
2625	54938	49666
2626	54956	49642
2627	54974	49619
2628	54994	49597
2629	55015	49576
2630	55034	49554
2631	55055	49532
2632	55073	49509
2633	55095	49489
2634	55118	49471
2635	55138	49448
2636	55159	49427
2637	55181	49407
2638	55204	49389
2639	55224	49367
2640	55246	49347
2641	55267	49326
2642	55285	49303
2643	55308	49283
2644	55328	49262
2645	55349	49241
2646	55369	49219
2647	55388	49197
2648	55409	49176
2649	55432	49156
2650	55451	49134
2651	55472	49113
2652	55495	49094
2653	55519	49076
2654	55540	49055
2655	55561	49034
2656	55580	49011
2657	55599	48989
2658	55620	48968
2659	55639	48945
2660	55659	48924
2661	55679	48902
2662	55700	48881
2663	55718	48858
2664	55740	48837
2665	55761	48817
2666	55780	48795
2667	55800	48773
2668	55820	48751
2669	55840	48729
2670	55860	48708
2671	55882	48688
2672	55902	48666
2673	55923	48645
2674	55943	48623
2675	55965	48603
2676	55984	48581
2677	56005	48560
2678	56024	48537
2679	56044	48516
2680	56069	48498
2681	56087	48475
2682	56109	48455
2683	56127	48431
2684	56150	48412
2685	56171	48391
2686	56192	48371
2687	56213	48350
2688	56234	48329
2689	56255	48308
2690	56274	48285
2691	56293	48263
2692	56315	48243
2693	56335	48222
2694	56356	48200
2695	56376	48179
2696	56395	48156
2697	56413	48133
2698	56435	48112
2699	56453	48089
2700	56472	48067
2701	56493	48046
2702	56511	48023
2703	56533	48003
2704	56556	47983
2705	56576	47962
2706	56596	47941
2707	56617	47920
2708	56640	47900
2709	56664	47882
2710	56687	47863
2711	56707	47841
2712	56729	47821
2713	56750	47801
2714	56772	47780
2715	56794	47761
2716	56816	47741
2717	56837	47720
2718	56856	47697
2719	56877	47676
2720	56896	47654
2721	56917	47633
2722	56938	47612
2723	56956	47589
2724	56978	47569
2725	57000	47549
2726	57022	47528
2727	57041	47506
2728	57060	47484
2729	57079	47462
2730	57100	47440
2731	57120	47418
2732	57143	47399
2733	57161	47376
2734	57181	47355
2735	57201	47333
2736	57221	47311
2737	57244	47292
2738	57264	47270
2739	57282	47247
2740	57305	47228
2741	57325	47206
2742	57344	47184
2743	57362	47161
2744	57382	47139
2745	57404	47119
2746	57423	47096
2747	57446	47077
2748	57466	47056
2749	57487	47034
2750	57506	47013
2751	57525	46990
2752	57544	46968
2753	57566	46947
2754	57585	46925
2755	57607	46905
2756	57630	46886
2757	57653	46867
2758	57675	46846
2759	57697	46826
2760	57719	46806
2761	57741	46786
2762	57759	46763
2763	57782	46744
2764	57803	46723
2765	57825	46703
2766	57845	46682
2767	57868	46663
2768	57892	46644
2769	57914	46623
2770	57933	46602
2771	57953	46580
2772	57977	46561
2773	57999	46541
2774	58021	46521
2775	58041	46500
2776	58062	46478
2777	58083	46458
2778	58104	46437
2779	58126	46417
2780	58146	46396
2781	58166	46374
2782	58184	46351
2783	58208	46332
2784	58228	46311
2785	58250	46291
2786	58272	46270
2787	58293	46250
2788	58314	46229
2789	58334	46207
2790	58356	46187
2791	58377	46166
2792	58398	46146
2793	58417	46123
2794	58436	46101
2795	58458	46080
2796	58475	46057
2797	58498	46037
2798	58517	46015
2799	58537	45993
2800	58556	45971
2801	58574	45948
2802	58595	45926
2803	58614	45905
2804	58635	45884
2805	58657	45864
2806	58680	45844
2807	58700	45822
2808	58718	45800
2809	58738	45778
2810	58759	45757
2811	58782	45738
2812	58802	45716
2813	58821	45693
2814	58841	45673
2815	58861	45651
2816	58882	45630
2817	58904	45610
2818	58924	45588
2819	58943	45565
2820	58965	45545
2821	58984	45523
2822	59004	45501
2823	59027	45483
2824	59047	45461
2825	59068	45440
2826	59090	45420
2827	59111	45399
2828	59130	45377
2829	59150	45355
2830	59170	45334
2831	59192	45314
2832	59212	45292
2833	59234	45272
2834	59256	45252
2835	59278	45232
2836	59297	45209
2837	59319	45189
2838	59337	45167
2839	59358	45145
2840	59379	45125
2841	59399	45103
2842	59420	45082
2843	59439	45060
2844	59461	45040
2845	59481	45018
2846	59500	44996
2847	59521	44975
2848	59543	44955
2849	59564	44934
2850	59585	44913
2851	59605	44892
2852	59625	44870
2853	59645	44849
2854	59665	44827
2855	59685	44805
2856	59706	44784
2857	59727	44764
2858	59748	44743
2859	59766	44720
2860	59785	44698
2861	59807	44678
2862	59826	44655
2863	59845	44633
2864	59867	44613
2865	59886	44591
2866	59906	44569
2867	59925	44547
2868	59944	44524
2869	59967	44505
2870	59985	44482
2871	60004	44460
2872	60023	44437
2873	60044	44417
2874	60064	44395
2875	60085	44374
2876	60106	44354
2877	60126	44332
2878	60146	44311
2879	60168	44290
2880	60191	44271
2881	60212	44250
2882	60231	44228
2883	60252	44207
2884	60271	44185
2885	60290	44163
2886	60309	44140
2887	60329	44118
2888	60348	44096
2889	60368	44075
2890	60387	44052
2891	60408	44031
2892	60428	44010
2893	60448	43989
2894	60469	43968
2895	60489	43947
2896	60511	43926
2897	60533	43906
2898	60552	43884
2899	60574	43864
2900	60594	43842
2901	60615	43821
2902	60637	43801
2903	60658	43781
2904	60677	43759
2905	60698	43738
2906	60721	43718
2907	60742	43697
2908	60762	43676
2909	60782	43654
2910	60801	43632
2911	60822	43612
2912	60841	43589
2913	60863	43569
2914	60883	43548
2915	60905	43527
2916	60925	43506
2917	60946	43485
2918	60967	43464
2919	60988	43443
2920	61008	43422
2921	61028	43400
2922	61047	43378
2923	61068	43358
2924	61087	43335
2925	61108	43314
2926	61127	43292
2927	61149	43272
2928	61170	43251
2929	61190	43230
2930	61210	43208
2931	61230	43187
2932	61252	43167
2933	61273	43145
2934	61297	43127
2935	61317	43106
2936	61337	43084
2937	61356	43062
2938	61375	43040
2939	61395	43018
2940	61416	42997
2941	61437	42977
2942	61460	42957
2943	61480	42936
2944	61500	42914
2945	61520	42893
2946	61540	42871
2947	61561	42850
2948	61583	42830
2949	61603	42809
2950	61622	42787
2951	61646	42768
2952	61665	42745
2953	61684	42724
2954	61705	42702
2955	61724	42681
2956	61746	42660
2957	61768	42640
2958	61790	42620
2959	61810	42599
2960	61833	42579
2961	61853	42558
2962	61872	42536
2963	61894	42516
2964	61918	42497
2965	61940	42477
2966	61962	42456
2967	61981	42434
2968	62000	42412
2969	62020	42391
2970	62043	42371
2971	62062	42349
2972	62082	42328
2973	62103	42307
2974	62122	42284
2975	62144	42264
2976	62168	42245
2977	62188	42224
2978	62207	42202
2979	62227	42180
2980	62248	42159
2981	62266	42137
2982	62288	42117
2983	62309	42096
2984	62331	42076
2985	62353	42056
2986	62375	42036
2987	62396	42015
2988	62418	41995
2989	62441	41975
2990	62463	41955
2991	62483	41934
2992	62503	41912
2993	62524	41891
2994	62544	41870
2995	62565	41849
2996	62583	41826
2997	62602	41804
2998	62624	41784
2999	62642	41761
3000	62664	41741
3001	62684	41720
3002	62706	41699
3003	62726	41678
3004	62747	41657
3005	62769	41637
3006	62789	41615
3007	62811	41595
3008	62831	41574
3009	62854	41555
3010	62876	41534
3011	62896	41513
3012	62916	41491
3013	62938	41471
3014	62959	41451
3015	62980	41429
3016	62999	41408
3017	63021	41387
3018	63040	41365
3019	63059	41343
3020	63078	41321
3021	63099	41300
3022	63118	41278
3023	63140	41258
3024	63160	41237
3025	63181	41216
3026	63200	41194
3027	63219	41172
3028	63241	41151
3029	63259	41129
3030	63281	41108
3031	63300	41086
3032	63320	41065
3033	63341	41044
3034	63363	41024
3035	63382	41002
3036	63401	40980
3037	63423	40960
3038	63443	40938
3039	63463	40917
3040	63482	40895
3041	63501	40872
3042	63522	40851
3043	63541	40830
3044	63560	40808
3045	63583	40788
3046	63605	40768
3047	63623	40745
3048	63646	40725
3049	63667	40705
3050	63689	40685
3051	63709	40663
3052	63728	40641
3053	63747	40619
3054	63768	40599
3055	63790	40578
3056	63811	40557
3057	63833	40538
3058	63855	40517
3059	63873	40494
3060	63896	40475
3061	63917	40454
3062	63935	40432
3063	63954	40410
3064	63975	40388
3065	63997	40368
3066	64019	40348
3067	64038	40326
3068	64060	40306
3069	64081	40286
3070	64101	40264
3071	64121	40243
3072	64143	40222
3073	64164	40201
3074	64185	40181
3075	64206	40160
3076	64226	40139
3077	64245	40116
3078	64264	40094
3079	64285	40074
3080	64305	40052
3081	64327	40032
3082	64345	40009
3083	64366	39988
3084	64388	39968
3085	64410	39948
3086	64429	39926
3087	64448	39904
3088	64470	39884
3089	64488	39861
3090	64508	39840
3091	64528	39819
3092	64550	39798
3093	64570	39777
3094	64589	39755
3095	64610	39734
3096	64629	39712
3097	64650	39691
3098	64669	39669
3099	64689	39648
3100	64710	39627
3101	64734	39608
3102	64754	39586
3103	64773	39565
3104	64792	39543
3105	64812	39521
3106	64831	39499
3107	64850	39477
3108	64872	39457
3109	64891	39435
3110	64912	39414
3111	64932	39393
3112	64951	39371
3113	64973	39351
3114	64994	39330
3115	65015	39309
3116	65037	39289
3117	65059	39269
3118	65079	39247
3119	65100	39227
3120	65122	39206
3121	65142	39185
3122	65163	39164
3123	65183	39143
3124	65202	39121
3125	65226	39102
3126	65249	39083
3127	65272	39063
3128	65293	39042
3129	65313	39021
3130	65334	39000
3131	65353	38978
3132	65374	38957
3133	65392	38935
3134	65412	38913
3135	65431	38891
3136	65451	38870
3137	65472	38849
3138	65496	38830
3139	65516	38808
3140	65536	38787
3141	65555	38765
3142	65578	38746
3143	65597	38724
3144	65616	38702
3145	65638	38681
3146	65658	38660
3147	65677	38638
3148	65698	38618
3149	65718	38596
3150	65742	38577
3151	65762	38556
3152	65781	38534
3153	65801	38512
3154	65823	38492
3155	65842	38470
3156	65861	38448
3157	65881	38427
3158	65904	38407
3159	65924	38386
3160	65945	38365
3161	65964	38343
3162	65984	38322
3163	66004	38300
3164	66027	38281
3165	66047	38259
3166	66066	38237
3167	66085	38216
3168	66105	38194
3169	66126	38173
3170	66145	38151
3171	66168	38132
3172	66188	38110
3173	66210	38090
3174	66231	38070
3175	66253	38050
3176	66272	38027
3177	66293	38007
3178	66313	37985
3179	66332	37963
3180	66354	37943
3181	66374	37922
3182	66393	37900
3183	66412	37878
3184	66431	37856
3185	66451	37835
3186	66470	37813
3187	66489	37791
3188	66511	37771
3189	66532	37750
3190	66552	37728
3191	66571	37707
3192	66591	37685
3193	66611	37664
3194	66633	37644
3195	66654	37623
3196	66677	37603
3197	66700	37584
3198	66719	37562
3199	66739	37541
3200	66761	37520
3201	66780	37499
3202	66803	37478
3203	66822	37457
3204	66843	37436
3205	66862	37414
3206	66883	37393
3207	66903	37372
3208	66925	37352
3209	66947	37332
3210	66968	37311
3211	66989	37290
3212	67010	37269
3213	67030	37248
3214	67050	37226
